name,image_path,dob,photo_taken,gender,face_score,second_face_score
Jono Grant,18/42867918_1969-09-13_2014.jpg,719419,2014,1.0,1.6364477844494516,
User:Asma)iqbal24/sandbox,42/42867942_1981-06-17_2013.jpg,723714,2013,0.0,5.449990612321548,
Bobby Byrne,18/42868218_1918-10-10_1946.jpg,700818,1946,1.0,2.0387113637583174,
Phil Zuckerman,84/42868984_1969-06-26_2010.jpg,719340,2010,1.0,2.7516248590971157,
Mircea Diaconu,78/42869178_1949-12-24_2011.jpg,712216,2011,1.0,3.3856978087730933,
Dave Murray,16/42870516_1956-12-23_2008.jpg,714772,2008,1.0,2.780959689688651,
Snooks Eaglin,38/4287138_1936-01-21_2006.jpg,707130,2006,1.0,1.3229224317869395,
Mona Inglesby,67/42872867_1918-05-03_1943.jpg,700658,1943,0.0,1.9454017160341326,
Inga Gauter,29/42873829_1970-12-07_1985.jpg,719869,1985,0.0,1.646053812557393,
Frédéric Chau,98/42874198_1977-06-06_2014.jpg,722242,2014,,4.322621450358763,
Grażyna Szmacińska,26/42874526_1953-01-29_2013.jpg,713348,2013,0.0,1.569568619881986,
Elia Kazan,74/42874_1909-09-07_1960.jpg,697498,1960,1.0,3.4812246118512093,
Małgorzata Wiese-Jóźwiak,90/42875290_1961-03-16_2006.jpg,716316,2006,0.0,1.7756818131095524,
Clueso,72/4287672_1980-04-09_2006.jpg,723280,2006,1.0,4.390646322100064,
Joanna Barczyńska,25/42877025_1972-07-14_2005.jpg,720454,2005,0.0,3.9853382419203482,
Kathryn Hahn,91/4287791_1973-07-23_2012.jpg,720828,2012,0.0,4.347239753230879,
Sergey Chernetskiy,52/42878252_1990-04-09_2013.jpg,726932,2013,,3.652292436792127,
Pertti Karppinen,93/4287893_1953-02-17_1980.jpg,713367,1980,1.0,3.0793527768815676,
Miriam Stein,72/42880172_1988-05-10_2014.jpg,726233,2014,0.0,4.903240212246467,
Gerald Baumgartner,48/42881348_1964-11-14_2011.jpg,717655,2011,1.0,4.369152321310168,
Esau Khamati Oriedo,06/42881906_1888-01-29_1990.jpg,689607,1990,1.0,3.226602116711657,
Terrell Owens,19/428819_1973-12-07_2009.jpg,720965,2009,1.0,2.3284268328638356,
Victor Obinna,15/4288215_1987-03-25_2011.jpg,725821,2011,1.0,1.4211865261392878,
User:Wisconsin dormouse/Mary Hood,24/42882724_1966-12-26_2010.jpg,718427,2010,0.0,2.029130293678393,
Aldo Teqja,90/42884490_1995-05-04_2013.jpg,728783,2013,1.0,3.725206128479127,
Czesława Pilarska,12/42884912_1966-12-02_1991.jpg,718403,1991,0.0,2.260374345468974,
Barbara Kaczorowska,16/42886016_1960-10-21_2007.jpg,716170,2007,0.0,3.694114212758041,
Adam Rafferty,23/42886623_1969-01-26_2014.jpg,719189,2014,1.0,3.4491168667361816,
Anderson,26/4288926_1988-04-13_2013.jpg,726206,2013,1.0,5.87607786087932,
Fortunio Bonanova,94/428894_1895-01-13_1947.jpg,692148,1947,1.0,2.431553793020608,
Carolynne Poole,45/4289145_1980-08-05_2012.jpg,723398,2012,0.0,3.813189214351852,
John Torode,48/4289348_1965-07-23_2010.jpg,717906,2010,1.0,3.334291387133318,
Mikhail Egorovich Alekseev,74/42895274_1949-10-24_2009.jpg,712155,2009,1.0,3.397192574826065,
John Regala,02/42895502_1965-05-28_2008.jpg,717850,2008,1.0,3.8459650327449637,
Marta Michna,18/42895518_1978-01-30_2013.jpg,722480,2013,0.0,4.850383162890177,
Unknown,42/42896842_1985-11-16_2013.jpg,725327,2013,,4.090700579868718,
Michael Vick,79/428979_1980-06-26_2009.jpg,723358,2009,1.0,3.7917956343411454,
Will Oldham,23/528023_1970-01-15_2009.jpg,719543,2009,1.0,1.3361883995040595,
Mike Utley,77/5281277_1965-12-20_2014.jpg,718056,2014,1.0,4.4142451006704055,
Jeff Jillson,93/5282093_1980-07-24_2007.jpg,723386,2007,1.0,1.1477038041799108,
Paul Reiche III,71/528271_1961-02-17_2008.jpg,716289,2008,1.0,4.727380791727032,
Becky Lynch,46/5282846_1987-01-30_2015.jpg,725767,2015,0.0,4.067766350951606,1.3799125036431972
Ilsa Konrads,33/5283333_1944-03-29_1960.jpg,710120,1960,0.0,3.0794947975715408,
Sonya Walger,36/5283336_1974-06-06_2007.jpg,721146,2007,0.0,5.258447693849971,
Sebastian Mila,46/5283346_1982-07-10_2014.jpg,724102,2014,1.0,2.762451726226487,0.8089972349294733
Rasoul Khatibi,36/5283636_1978-09-22_2014.jpg,722715,2014,1.0,4.257089169221752,
"Alexander, Crown Prince of Yugoslavia",68/528368_1945-07-17_2015.jpg,710595,2015,1.0,2.444667631590345,
Julian Casablancas,06/528406_1978-08-23_2014.jpg,722685,2014,1.0,2.815462383668702,
Anfisa Reztsova,87/5284387_1964-12-16_2009.jpg,717687,2009,0.0,2.8135940843358176,2.4672649405215434
Henry Selick,39/528439_1952-11-30_2009.jpg,713288,2009,1.0,3.3564229387211073,
Diego Benaglio,60/5285260_1983-09-08_2008.jpg,724527,2008,1.0,1.2647321135462004,
Art Chantry,32/5285932_1954-04-09_2007.jpg,713783,2007,1.0,2.6800369818742813,1.1836395205176165
Wesley Snipes,73/528673_1962-07-31_2009.jpg,716818,2009,1.0,4.36192233658057,
Maxie Rosenbloom,85/528685_1907-11-01_1941.jpg,696822,1941,1.0,1.4935215193906477,
Madhubala,04/528704_1933-02-14_1949.jpg,706059,1949,0.0,3.3725487010962554,
Yasuhito Endō,79/5287079_1980-01-28_2010.jpg,723208,2010,1.0,3.6595840873853738,
Andy Sheppard,62/5287462_1957-01-20_2012.jpg,714800,2012,1.0,1.583631258166882,
Angie Dickinson,48/528748_1931-09-30_1982.jpg,705556,1982,0.0,4.620462866319084,
Gerard Kuiper,81/52881_1905-12-07_1964.jpg,696128,1964,1.0,3.5088682148047297,
Kurt Busiek,04/628004_1960-09-16_2012.jpg,716135,2012,1.0,3.536630582969648,
Julien Escudé,56/6280356_1979-08-17_2013.jpg,723044,2013,1.0,1.184675476591368,
David McGoldrick,58/6280558_1987-11-29_2013.jpg,726070,2013,1.0,3.076297513157884,
Warren Beatty,09/62809_1937-03-30_1975.jpg,707564,1975,1.0,3.676801138537524,
Walter Matthau,11/62811_1920-10-01_1952.jpg,701540,1952,1.0,2.3394183742042745,
Karen Philipp,95/6282095_1945-09-07_1971.jpg,710647,1971,0.0,2.509713373122342,
Park Ji-sung,32/628232_1981-02-25_2010.jpg,723602,2010,1.0,4.897121288369923,
Steve Shelley,93/628293_1962-06-23_2005.jpg,716780,2005,1.0,1.4464704014887886,
Wayne Garrett,68/6283068_1947-12-03_1971.jpg,711464,1971,1.0,3.839628629061011,
Aaron Tippin,68/628468_1958-07-03_2005.jpg,715329,2005,1.0,2.58840900700658,1.8501988821489554
Dan Hawkins,93/628493_1976-12-12_2013.jpg,722066,2013,1.0,0.803250870967931,
Brent Johnson,60/6285460_1976-12-07_2012.jpg,722061,2012,1.0,2.807704855746161,
Dayna Devon,56/6287456_1970-03-20_2007.jpg,719607,2007,0.0,3.812821671600587,
Eddie Cheever,22/728022_1958-01-10_2009.jpg,715155,2009,1.0,3.6286952256265375,
Zhang Ziyi,11/72811_1979-02-09_2014.jpg,722855,2014,0.0,5.699574725552383,
Alison Stewart,40/728140_1966-07-04_2006.jpg,718252,2006,0.0,3.9400429212585717,
Sandy Petersen,45/728145_1955-09-16_2004.jpg,714308,2004,1.0,2.976252331629931,
Jeff York,32/7281932_1912-03-23_1952.jpg,698426,1952,1.0,2.3127858981297376,
Ernie Bushmiller,99/728199_1905-08-23_1950.jpg,696022,1950,1.0,1.3547719195011698,
Kenneth Walton,49/7282749_1967-11-23_2006.jpg,718759,2006,1.0,5.169838605382218,
Damian O'Neill,14/7283214_1961-01-15_2012.jpg,716256,2012,1.0,1.8260483076057605,
Ronald Worm,34/7286534_1953-10-07_2006.jpg,713599,2006,1.0,4.8077400193175945,
Stijn Devolder,91/7287691_1979-08-29_2012.jpg,723056,2012,1.0,1.6234705149030697,1.1960703698352435
Marie Osmond,75/728775_1959-10-13_1990.jpg,715796,1990,0.0,2.4004147275434184,
Zlatan Ibrahimović,76/728776_1981-10-03_2013.jpg,723822,2013,1.0,4.0587842106770315,
Hal Bevan,40/7288940_1930-11-15_1953.jpg,705237,1953,1.0,2.527446234704426,
Luke Foster,58/7289058_1985-09-08_2009.jpg,725258,2009,1.0,3.008988352646125,
Jason Scott Lee,38/728938_1966-11-19_2003.jpg,718390,2003,1.0,5.623001839408757,
Fred Travalena,49/8281349_1942-10-06_1989.jpg,709580,1989,1.0,3.488445791593659,
Adeline Canac,16/8281716_1990-05-20_2011.jpg,726973,2011,0.0,2.3076699779466803,1.9703832274331736
Jimmy Jean-Louis,16/8283616_1968-08-08_2011.jpg,719018,2011,1.0,3.7822501513629314,
Chris Elley,01/8283701_1977-09-15_2009.jpg,722343,2009,1.0,3.5015791268836893,
George C. Scott,47/82847_1927-10-18_1961.jpg,704113,1961,1.0,3.8603898569876725,
Samuel S. Coursen,06/8285606_1926-08-04_1949.jpg,703673,1949,1.0,4.481827630193596,
Albert Falco,40/8286340_1927-10-17_1975.jpg,704112,1975,1.0,3.1362190488987,
Ana Rocha,54/8286354_1984-12-28_2009.jpg,725004,2009,0.0,3.884211622080766,
George S. Irving,85/8286385_1922-11-01_1953.jpg,702301,1953,1.0,3.3843711224726976,
Yordi,46/8286946_1974-09-14_2009.jpg,721246,2009,1.0,2.1516930498393054,
Robert T. Jeschonek,96/8287296_1965-09-12_2011.jpg,717957,2011,1.0,3.5578101379812694,
Nautica Thorn,96/8288596_1984-06-13_2008.jpg,724806,2008,0.0,3.8843614011695697,
Gus Dorais,30/8288730_1891-07-02_1940.jpg,690857,1940,1.0,3.054464178893769,
Soren Thompson,99/9282599_1981-05-05_2013.jpg,723671,2013,1.0,4.773736283140871,
Andrew Symonds,64/928264_1975-06-09_2008.jpg,721514,2008,1.0,4.603954770214488,
Nick Barmby,23/928323_1974-02-11_2011.jpg,721031,2011,1.0,2.9965299468372915,
Rulon Gardner,75/928375_1971-08-16_2002.jpg,720121,2002,1.0,3.4345527636730133,3.1787813413417076
Debbie Bramwell-Washington,27/9284927_1966-06-09_2010.jpg,718227,2010,0.0,3.1708947595531844,
Jesse White,54/9285654_1988-01-09_2014.jpg,726111,2014,1.0,1.9170568898955083,
Jiah Khan,04/9285904_1988-02-20_2013.jpg,726153,2013,0.0,5.107510579551667,
Misty May-Treanor,37/928737_1977-07-30_2007.jpg,722296,2007,0.0,1.1046233363412084,
André Brink,62/928762_1935-05-29_2007.jpg,706893,2007,1.0,3.4412070195139455,
Brian Littrell,64/928764_1975-02-20_2011.jpg,721405,2011,1.0,2.5534959633215584,2.519211139745059
Elvis Presley,88/9288_1935-01-08_1957.jpg,706752,1957,1.0,3.703187088927339,
Steven de Jongh,98/9289698_1973-11-25_2007.jpg,720953,2007,1.0,2.6271056323671336,
Xavier Woods,60/13800460_1986-09-04_2015.jpg,725619,2015,1.0,3.9930690929547956,
Gavin Creel,95/1380095_1976-04-18_2010.jpg,721828,2010,1.0,3.963300673174002,
Tommy McLain,50/13801650_1940-03-15_1966.jpg,708645,1966,1.0,2.8429322617691692,
Kether Donohue,18/13801718_1985-08-22_2014.jpg,725241,2014,0.0,6.037890968311723,1.9503465830154085
Karim Haggui,07/1380407_1984-01-20_2007.jpg,724661,2007,1.0,4.836697620861869,
Joby Baker,13/13804513_1934-03-26_1967.jpg,706464,1967,1.0,1.0581374326916508,1.0278686397213197
Đorđe Jokić,38/1380738_1981-01-20_2010.jpg,723566,2010,,1.7895800467072767,
Milan Biševac,62/1380762_1983-08-31_2013.jpg,724519,2013,1.0,2.1462376137149812,
Marko Lomić,67/1380767_1983-09-13_2010.jpg,724532,2010,1.0,3.659851803869902,
Branko Lazarević,72/1380772_1984-05-14_2010.jpg,724776,2010,1.0,2.6730472656604816,
Miloš Krasić,95/1380795_1984-11-01_2009.jpg,724947,2009,1.0,4.099637342065241,
Andrew Wilson,24/1380824_1964-08-22_2009.jpg,717571,2009,1.0,5.790019349380443,3.5947724023401104
Anders Lundin,25/13809225_1958-09-08_2005.jpg,715396,2005,1.0,4.1008032964355525,
Carla Del Ponte,78/1381178_1947-02-09_2006.jpg,711167,2006,0.0,3.8529428363038676,
Olaf Zinke,27/1381227_1966-10-09_2010.jpg,718349,2010,1.0,3.3483127194148503,
Dianne Pilkington,52/13814152_1975-06-07_2007.jpg,721512,2007,0.0,3.5694974818166196,
Steve Railsback,26/1381426_1945-11-16_2010.jpg,710717,2010,1.0,3.3326350511007683,
Kevin McCloy,80/13814580_1978-10-26_2008.jpg,722749,2008,1.0,5.2178677314798945,5.015959954841923
Betty Box,98/1381498_1915-09-25_1959.jpg,699707,1959,0.0,4.0905179078589855,
Kalki Sadasivam,09/13817109_1902-09-04_1940.jpg,694938,1940,1.0,3.479553019132777,2.195033184413544
Shani Davis,64/1381764_1982-08-13_2006.jpg,724136,2006,1.0,3.5924598030769026,
Frank Gallop,67/13818467_1900-06-30_1951.jpg,694142,1951,1.0,2.9591366717836087,
Deon Jackson,27/13818927_1946-01-26_1966.jpg,710788,1966,1.0,4.200519807423398,
Fred Stoller,59/13819859_1958-03-19_2012.jpg,715223,2012,1.0,2.962109643259575,
Henry Rollins,20/13820_1961-02-13_2010.jpg,716285,2010,1.0,4.00844305205298,
Ariel Ortega,24/1382124_1974-03-04_2013.jpg,721052,2013,1.0,4.726260871616669,
Stanley Havili,02/13821502_1987-11-14_2008.jpg,726055,2008,1.0,2.947374082727275,
Marta Kristen,51/1382151_1945-02-26_1965.jpg,710454,1965,0.0,3.3363862984402357,
Gerard Joling,21/13823521_1960-04-29_2015.jpg,715995,2015,1.0,1.922895924860181,
Max Riemelt,09/13824009_1984-01-07_2012.jpg,724648,2012,1.0,4.8348986852540605,
Maurice Elvey,91/13825091_1887-11-11_1945.jpg,689528,1945,0.0,1.1634611313229795,
Genie Chuo,38/13827238_1986-01-20_2010.jpg,725392,2010,0.0,5.435931648457499,
Michael Görlitz,87/13827587_1987-03-08_2010.jpg,725804,2010,1.0,1.3865605738130482,
Tigran Keosayan,23/13828123_1966-01-04_2009.jpg,718071,2009,1.0,4.583957838323605,
Janelle Monáe,97/13828397_1985-12-01_2014.jpg,725342,2014,0.0,3.5465367536124224,
John Mulaney,46/13829646_1982-08-26_2014.jpg,724149,2014,1.0,4.4875077605329645,
Boris Chertok,74/13830874_1912-03-01_2005.jpg,698404,2005,1.0,2.041872102425498,1.2927023229377317
Gretchen Egolf,29/13832629_1973-09-09_2012.jpg,720876,2012,0.0,2.6410011985880644,
Nilla Fischer,32/13833832_1984-08-02_2013.jpg,724856,2013,0.0,4.457722072923318,
Daniel Broadbent,09/13836209_1990-03-02_2013.jpg,726894,2013,1.0,0.9141274588277212,0.8898223969619298
Augusten Burroughs,79/1383679_1965-10-23_2007.jpg,717998,2007,1.0,2.9834538154013885,
Marvin Mitchell,13/13836913_1984-10-21_2010.jpg,724936,2010,1.0,3.1959660551296336,
Stefan van Dijk,65/13837665_1976-01-22_2008.jpg,721741,2008,1.0,0.9559085187770628,
Rodrigo Amarante,95/13838195_1976-09-06_2013.jpg,721969,2013,1.0,1.4467307152311728,
Roma Asrani,01/13838501_1984-08-25_2015.jpg,724879,2015,0.0,5.5492767025185925,
Maurice Smith,56/13840156_1980-09-28_2007.jpg,723452,2007,1.0,3.0358147858176685,
Juan Antonio Bayona,58/13842058_1975-05-09_2012.jpg,721483,2012,1.0,1.68702373779827,
Roberto Telch,67/13844967_1943-11-06_1972.jpg,709976,1972,1.0,4.081140254772218,2.8603176822421137
Philippa Tomson,34/13846034_1977-08-30_2009.jpg,722327,2009,0.0,4.58546762470548,
Jem Karacan,70/13847270_1989-02-21_2010.jpg,726520,2010,1.0,4.365513202857957,
Larry Nickel,27/13847727_1952-03-12_2004.jpg,713025,2004,1.0,3.4114230395511114,
Richard Harris,83/138483_1930-10-01_1985.jpg,705192,1985,1.0,3.222597023516634,
Siem de Jong,94/13848894_1989-01-28_2011.jpg,726496,2011,1.0,3.327441219055389,
Salaheddine Aqqal,11/1384911_1984-08-22_2012.jpg,724876,2012,1.0,5.129485656403718,
Rolf Clemens Wagner,26/13849126_1944-08-30_1977.jpg,710274,1977,1.0,3.767094132891738,
O'Neal Compton,84/13849284_1951-02-05_1996.jpg,712624,1996,1.0,3.3446988046529382,
George Lindsey,27/1385027_1928-12-17_1973.jpg,704539,1973,1.0,6.255425355495428,
Rissi Palmer,28/13850328_1981-08-19_2008.jpg,723777,2008,0.0,4.125492841973017,
Lynn Dickey,01/1385101_1949-10-19_2007.jpg,712150,2007,1.0,1.937529800988056,
Jonathan Gruber,92/13853292_1965-09-30_2014.jpg,717975,2014,1.0,4.064872360966372,
Herman Lindqvist,60/13853560_1943-04-01_2013.jpg,709757,2013,1.0,3.6114261844751976,
Eugene Parker,66/1385366_1927-06-10_2007.jpg,703983,2007,1.0,2.7856298691120713,
Toshi Sabri,62/13854962_1984-07-04_2009.jpg,724827,2009,1.0,5.876398246586404,
Steve Rude,76/1385576_1956-12-31_2015.jpg,714780,2015,1.0,4.248187699540893,
Arja Koriseva,83/13855883_1965-04-21_2004.jpg,717813,2004,0.0,2.748898272255024,
Simon Yam,60/1386060_1955-03-19_2010.jpg,714127,2010,1.0,4.042082110890969,
Timothy Britten Parker,49/1386149_1962-02-08_2007.jpg,716645,2007,1.0,5.942134914257614,
Ketil Bjørnstad,34/1386234_1952-04-25_2004.jpg,713069,2004,1.0,3.486776838840833,
Manoel de Oliveira,51/1386451_1908-12-11_2008.jpg,697228,2008,1.0,2.914544406589157,
Steve Coleman,53/1386853_1956-09-20_2004.jpg,714678,2004,1.0,2.5277934568760525,
Ane Dahl Torp,26/13868626_1975-08-01_2013.jpg,721567,2013,0.0,3.358017505526551,
Dave Dresden,75/13868875_1969-05-20_2006.jpg,719303,2006,1.0,2.551028626932735,1.7809257650293786
Allan Wanga,05/13869205_1985-11-26_2014.jpg,725337,2014,1.0,1.961471658003383,1.2322894094996875
Tyson Alualu,10/13869810_1987-05-12_2009.jpg,725869,2009,1.0,3.2701546462596682,
Park Min-young,14/13870114_1986-03-04_2011.jpg,725435,2011,0.0,3.7991365514931035,
Amy Jo Johnson,33/1387133_1970-10-06_2015.jpg,719807,2015,0.0,5.683972730500508,
Brian Orser,22/1387322_1961-12-18_1988.jpg,716593,1988,1.0,2.4044350899500464,
Eva Wahlström,22/13873622_1980-10-30_2006.jpg,723484,2006,0.0,3.183850461373042,
Candy Spelling,15/13874815_1945-09-20_2009.jpg,710660,2009,0.0,3.538783599861159,
Frank Hamilton,15/13875215_1934-08-03_2007.jpg,706594,2007,1.0,1.561946277188328,
Busdriver,78/1387778_1978-02-12_2007.jpg,722493,2007,1.0,1.694863370494926,
Gilberto Câmara,03/13879103_1956-03-29_2005.jpg,714503,2005,1.0,4.3268139866337645,
Richard Bey,23/1387923_1951-07-22_2012.jpg,712791,2012,1.0,3.9042967909074884,
Billy Stone,66/13879866_1925-10-25_1952.jpg,703390,1952,1.0,1.4087198416219582,
Steve Romanik,97/13879997_1924-05-27_1952.jpg,702874,1952,1.0,1.201066153778314,
Lloyd Russell,78/13881378_1913-04-10_1943.jpg,698809,1943,1.0,2.3562209025659677,
Geoff Tate,96/1388296_1959-01-14_2015.jpg,715524,2015,1.0,2.161513281262159,
Grace Park,65/1388465_1974-03-14_2009.jpg,721062,2009,0.0,5.448852295562047,
Francisco Javier Rodríguez,52/1388652_1981-10-20_2014.jpg,723839,2014,1.0,2.8462689154484044,
Willy Teirlinck,49/13887149_1948-08-10_1973.jpg,711715,1973,1.0,3.3362876385408518,1.816329139613986
Aqib Talib,84/13888084_1986-02-13_2014.jpg,725416,2014,1.0,2.937408122684369,
Daisuke Matsui,59/1388859_1981-05-11_2012.jpg,723677,2012,1.0,4.180212226607872,
Arthur O'Connell,86/1388886_1908-03-29_1956.jpg,696971,1956,1.0,3.215066160502432,
Tatsuya Tanaka,92/1388892_1982-11-27_2011.jpg,724242,2011,1.0,3.606414049933048,
Chill Wills,23/1388923_1902-07-18_1941.jpg,694890,1941,1.0,4.199662251289232,
Arnold Stang,44/1388944_1918-09-28_1951.jpg,700806,1951,1.0,2.5545863818502332,1.570302001262132
Wolfgang Haack,82/13892782_1902-04-24_1970.jpg,694805,1970,1.0,2.4190123567446515,
Walter Gross,40/13893240_1909-07-14_1950.jpg,697443,1950,1.0,3.968505054265879,
Eddie Mair,59/1389359_1965-11-12_2009.jpg,718018,2009,1.0,4.468096917220248,
Anders Qvist,44/13894444_1987-07-31_2011.jpg,725949,2011,1.0,2.8351061675447657,
Paul Dubreil,91/1389591_1904-03-01_1954.jpg,695482,1954,1.0,2.341991807027481,
Marty Scurll,17/13896617_1988-07-26_2013.jpg,726310,2013,1.0,3.4886369245556588,2.858036680557695
Ángel Clemente Rojas,48/13897148_1944-08-28_1964.jpg,710272,1964,1.0,3.8562115965281394,2.0244802786937193
Drew Moor,49/1389849_1984-01-15_2011.jpg,724656,2011,1.0,4.291931675092446,
Teri Polo,14/1389914_1969-06-01_2014.jpg,719315,2014,0.0,4.656237825376404,
Lee Seo-jin,83/13899383_1971-01-30_2014.jpg,719923,2014,1.0,2.9564496878445734,
Juan José Pizzuti,78/13899478_1927-05-09_1961.jpg,703951,1961,1.0,4.737879474636825,
Ifeoma Dieke,16/23800916_1981-02-25_2014.jpg,723602,2014,0.0,2.3679476612483645,
Nikolay Markov,55/23801255_1985-04-20_2011.jpg,725117,2011,1.0,1.2682996008145164,
Mikhail Bagayev,71/23802171_1985-02-28_2011.jpg,725066,2011,1.0,3.1626011457414998,
Nigel Olsson,88/2380288_1949-02-10_2007.jpg,711899,2007,1.0,2.5479027516791546,
Wolfgang Altenburg,94/23803494_1928-06-24_1983.jpg,704363,1983,1.0,3.2775949085985254,
Azim Fatullayev,69/23803769_1986-06-07_2014.jpg,725530,2014,1.0,1.6302838157240198,
Karel Smyczek,00/23804200_1950-03-31_2013.jpg,712313,2013,1.0,2.963961584918823,
Andrei Sinitsyn,33/23804433_1988-06-23_2013.jpg,726277,2013,1.0,4.736008507676276,
Skylar Diggins,78/23804578_1990-08-02_2014.jpg,727047,2014,0.0,3.1542246378776375,1.0815185880545317
Louis-Christophe Zaleski-Zamenhof,87/23805087_1925-01-23_2003.jpg,703115,2003,1.0,1.8178553583494719,
Scott Sanders,52/23805852_1968-06-10_2011.jpg,718959,2011,1.0,4.8997212626488125,
Pedro José Greer,71/23805871_1956-06-15_2009.jpg,714581,2009,1.0,2.7017669328024345,
Syd'Quan Thompson,32/23805932_1987-02-07_2010.jpg,725775,2010,1.0,3.053802388791503,
Pope John Paul II,05/23805_1920-05-18_1993.jpg,701404,1993,1.0,2.3926732250858596,
Coca Guazzini,43/23806143_1953-12-21_2010.jpg,713674,2010,0.0,2.519327418289657,
Homicide,53/2380653_1977-03-20_2007.jpg,722164,2007,1.0,3.692934290912656,
Arthur Jones,78/23807078_1986-06-03_2014.jpg,725526,2014,1.0,1.5745143441507143,
Geno Atkins,40/23807340_1988-03-28_2013.jpg,726190,2013,1.0,0.8016304580704982,
Iker Muniain,93/23807493_1992-12-19_2014.jpg,727917,2014,1.0,3.418926820520452,
Jonny Diaz,69/23807669_1984-03-30_2008.jpg,724731,2008,1.0,2.8244912654742724,
Isha Koppikar,97/2380797_1976-09-19_2013.jpg,721982,2013,0.0,4.687405322823981,
Sara Watkins,52/2380952_1981-06-08_2009.jpg,723705,2009,0.0,3.4097020957592075,
Yevgeni Gorodov,23/23812623_1985-12-13_2013.jpg,725354,2013,1.0,3.7556820009531178,1.5228976985150329
Sergei Shumilin,32/23814332_1990-02-21_2007.jpg,726885,2007,1.0,5.240706739944382,
Pavlo Stepanets,92/23814392_1987-05-26_2012.jpg,725883,2012,1.0,2.0029060188001417,
Jordan Ladd,90/2381490_1975-01-14_2007.jpg,721368,2007,0.0,6.889405350960672,
David Rappaport,94/23815694_1914-06-19_2007.jpg,699244,2007,1.0,2.663701198251865,
Patrick Ewing,56/238156_1962-08-05_2008.jpg,716823,2008,1.0,3.2090934225890457,
Stan Sakai,57/238157_1953-05-25_2006.jpg,713464,2006,1.0,3.9249942987679134,
Nađa Higl,27/23817127_1987-01-02_2010.jpg,725739,2010,0.0,1.5664856379483272,
Pierre Rapsat,13/23817213_1948-05-28_1976.jpg,711641,1976,1.0,5.1048701803079055,
Horace Silver,75/238175_1928-09-02_1989.jpg,704433,1989,1.0,2.0344830973924815,
Stormi Henley,55/23818955_1990-06-12_2010.jpg,726996,2010,0.0,4.638690704673371,
Aaron Staton,30/23819030_1980-08-10_2008.jpg,723403,2008,1.0,4.113127422604994,3.1278171780516915
Nicola Peltz,01/23819601_1995-01-09_2012.jpg,728668,2012,0.0,6.615970439200786,
Janeane Garofalo,05/23819805_1964-09-28_2012.jpg,717608,2012,0.0,2.220628506932533,
Sami Bouajila,74/23821274_1966-05-12_2012.jpg,718199,2012,1.0,5.204550277198077,
Jónas Guðni Sævarsson,73/23823773_1983-11-28_2010.jpg,724608,2010,1.0,1.2194657121080208,
Jano Ananidze,45/23827845_1992-10-10_2015.jpg,727847,2015,1.0,5.874547900241125,
Jay Laga'aia,28/2382828_1963-09-10_2009.jpg,717224,2009,1.0,2.4634426780950927,
Rachael Finch,96/23828796_1988-04-08_2012.jpg,726201,2012,0.0,4.323933273553461,
John Leguizamo,10/23830110_1964-07-22_2013.jpg,717540,2013,1.0,3.5517146030463396,
Logan Lynn,67/23830967_1979-10-15_2013.jpg,723103,2013,1.0,1.6723274916453927,
Dennis Pitta,96/23830996_1985-06-29_2011.jpg,725187,2011,1.0,2.2405619622301116,
Helen Frankenthaler,26/238326_1928-12-12_1956.jpg,704534,1956,0.0,1.6429335589999186,
Lubna Olayan,22/23833622_1955-08-04_2013.jpg,714265,2013,0.0,5.142836187069962,
Kingsley Onuegbu,37/23833837_1986-03-05_2013.jpg,725436,2013,1.0,4.089076008883061,
Matthew Morrison,37/2383637_1978-10-30_2010.jpg,722753,2010,1.0,4.339537941020677,
Ali Traoré,75/23836475_1985-02-28_2008.jpg,725066,2008,1.0,2.8258832237479843,
Heinz Anger,60/23837660_1941-07-23_1992.jpg,709140,1992,1.0,2.9140629022973767,
Antti Ruuskanen,19/23838219_1984-02-21_2014.jpg,724693,2014,1.0,2.5086777645909772,
Sayyid Qutb,57/23839057_1906-10-09_1966.jpg,696434,1966,1.0,1.851331732737128,
Malky Mackay,62/2383962_1972-02-19_2012.jpg,720308,2012,1.0,2.2007096621827937,
Matthew Etherington,41/2384041_1981-08-14_2015.jpg,723772,2015,1.0,2.106980469478396,
Faryd Mondragón,97/2384097_1971-06-21_2008.jpg,720065,2008,1.0,1.6629990385719926,
Sabri Sarıoğlu,72/2384172_1984-07-26_2012.jpg,724849,2012,1.0,1.108023705369486,
Arda Turan,74/2384174_1987-01-30_2013.jpg,725767,2013,1.0,2.0865045278193226,
Necati Ateş,84/2384184_1980-01-03_2012.jpg,723183,2012,1.0,1.9135009209445037,
Ivan Dixon,46/2384246_1931-04-06_1964.jpg,705379,1964,1.0,2.0255499635874408,
Randy Karraker,10/23842710_1962-08-19_2013.jpg,716837,2013,1.0,0.9877649622788491,
John Hawkes,96/2384496_1959-09-11_2009.jpg,715764,2009,1.0,3.5828235996137545,
Vermont Garrison,27/23845327_1915-10-29_1953.jpg,699741,1953,1.0,4.973934732979275,
Cole Hauser,16/2384716_1975-03-22_2010.jpg,721435,2010,1.0,4.503005047515566,
Sam Perlozzo,42/2384842_1951-03-04_2012.jpg,712651,2012,1.0,2.1763441299674975,
Jenny Shimizu,45/2384945_1967-06-16_2006.jpg,718599,2006,0.0,3.3236114579783993,
